,drug_a_name,drug_b_name,cell_line,synergy,fold
DEXAMETHASONE_L778123_LNCAP,DEXAMETHASONE,L778123,LNCAP,0.0302742012962621,3
DEXAMETHASONE_L778123_LOVO,DEXAMETHASONE,L778123,LOVO,-0.07460475219124965,3
DEXAMETHASONE_L778123_MDAMB436,DEXAMETHASONE,L778123,MDAMB436,0.018602326942956084,3
DEXAMETHASONE_L778123_MSTO,DEXAMETHASONE,L778123,MSTO,0.05559928718630778,3
DEXAMETHASONE_L778123_NCIH1650,DEXAMETHASONE,L778123,NCIH1650,-0.06087406893364876,3
DEXAMETHASONE_L778123_NCIH2122,DEXAMETHASONE,L778123,NCIH2122,-0.07392051582837443,3
DEXAMETHASONE_L778123_NCIH23,DEXAMETHASONE,L778123,NCIH23,-0.01898335345412979,3
DEXAMETHASONE_L778123_NCIH460,DEXAMETHASONE,L778123,NCIH460,0.011320819569957119,3
DEXAMETHASONE_L778123_NCIH520,DEXAMETHASONE,L778123,NCIH520,0.04439783256355561,3
DEXAMETHASONE_L778123_OCUBM,DEXAMETHASONE,L778123,OCUBM,0.025209378196622532,3
DEXAMETHASONE_L778123_OV90,DEXAMETHASONE,L778123,OV90,0.03479733742116194,3
DEXAMETHASONE_L778123_OVCAR3,DEXAMETHASONE,L778123,OVCAR3,0.023921500890573946,3
DEXAMETHASONE_L778123_PA1,DEXAMETHASONE,L778123,PA1,0.08182909520066617,3
DEXAMETHASONE_L778123_RKO,DEXAMETHASONE,L778123,RKO,0.023246756524409877,3
DEXAMETHASONE_L778123_RPMI7951,DEXAMETHASONE,L778123,RPMI7951,-0.05355993386745074,3
DEXAMETHASONE_L778123_SKMEL30,DEXAMETHASONE,L778123,SKMEL30,0.14378116086541393,3
DEXAMETHASONE_L778123_SKMES1,DEXAMETHASONE,L778123,SKMES1,0.026390157059130018,3
DEXAMETHASONE_L778123_SKOV3,DEXAMETHASONE,L778123,SKOV3,0.06946246649260618,3
DEXAMETHASONE_L778123_SW620,DEXAMETHASONE,L778123,SW620,0.0018799578515630994,3
DEXAMETHASONE_L778123_SW837,DEXAMETHASONE,L778123,SW837,0.04233029704780158,3
DEXAMETHASONE_L778123_T47D,DEXAMETHASONE,L778123,T47D,-0.15282899920330695,3
DEXAMETHASONE_L778123_UACC62,DEXAMETHASONE,L778123,UACC62,0.04741390790043665,3
DEXAMETHASONE_L778123_UWB1289BRCA1,DEXAMETHASONE,L778123,UWB1289BRCA1,0.03755375919780884,3
DEXAMETHASONE_L778123_UWB1289,DEXAMETHASONE,L778123,UWB1289,0.05102968826801947,3
DEXAMETHASONE_L778123_VCAP,DEXAMETHASONE,L778123,VCAP,0.07548689234658573,3
DEXAMETHASONE_L778123_ZR751,DEXAMETHASONE,L778123,ZR751,0.058102361324344834,3
DEXAMETHASONE_LAPATINIB_A2058,DEXAMETHASONE,LAPATINIB,A2058,-0.02955057882429036,4
DEXAMETHASONE_LAPATINIB_A2780,DEXAMETHASONE,LAPATINIB,A2780,0.05347848133484426,4
DEXAMETHASONE_LAPATINIB_A375,DEXAMETHASONE,LAPATINIB,A375,-0.03449622584541065,4
DEXAMETHASONE_LAPATINIB_A427,DEXAMETHASONE,LAPATINIB,A427,-0.010075219164822888,4
DEXAMETHASONE_LAPATINIB_CAOV3,DEXAMETHASONE,LAPATINIB,CAOV3,0.18622703972223575,4
DEXAMETHASONE_LAPATINIB_COLO320DM,DEXAMETHASONE,LAPATINIB,COLO320DM,0.0440223214282743,4
DEXAMETHASONE_LAPATINIB_DLD1,DEXAMETHASONE,LAPATINIB,DLD1,0.030760243621863664,4
DEXAMETHASONE_LAPATINIB_EFM192B,DEXAMETHASONE,LAPATINIB,EFM192B,-0.21823608405599768,4
DEXAMETHASONE_LAPATINIB_ES2,DEXAMETHASONE,LAPATINIB,ES2,-0.09320264515352948,4
DEXAMETHASONE_LAPATINIB_HCT116,DEXAMETHASONE,LAPATINIB,HCT116,-0.023563735813314737,4
DEXAMETHASONE_LAPATINIB_HT144,DEXAMETHASONE,LAPATINIB,HT144,-0.04542006026144267,4
DEXAMETHASONE_LAPATINIB_HT29,DEXAMETHASONE,LAPATINIB,HT29,0.07694490071342248,4
DEXAMETHASONE_LAPATINIB_KPL1,DEXAMETHASONE,LAPATINIB,KPL1,0.023320380440253547,4
DEXAMETHASONE_LAPATINIB_LNCAP,DEXAMETHASONE,LAPATINIB,LNCAP,-0.06536342111241761,4
DEXAMETHASONE_LAPATINIB_LOVO,DEXAMETHASONE,LAPATINIB,LOVO,0.03921229335363785,4
DEXAMETHASONE_LAPATINIB_MDAMB436,DEXAMETHASONE,LAPATINIB,MDAMB436,-0.037189087294249766,4
DEXAMETHASONE_LAPATINIB_MSTO,DEXAMETHASONE,LAPATINIB,MSTO,-0.06151423163016913,4
DEXAMETHASONE_LAPATINIB_NCIH1650,DEXAMETHASONE,LAPATINIB,NCIH1650,0.12626665700378245,4
DEXAMETHASONE_LAPATINIB_NCIH2122,DEXAMETHASONE,LAPATINIB,NCIH2122,0.09976069558384298,4
DEXAMETHASONE_LAPATINIB_NCIH23,DEXAMETHASONE,LAPATINIB,NCIH23,0.02015801235239449,4
DEXAMETHASONE_LAPATINIB_NCIH460,DEXAMETHASONE,LAPATINIB,NCIH460,-0.05141402535699272,4
DEXAMETHASONE_LAPATINIB_NCIH520,DEXAMETHASONE,LAPATINIB,NCIH520,0.019697072776640713,4
DEXAMETHASONE_LAPATINIB_OCUBM,DEXAMETHASONE,LAPATINIB,OCUBM,-0.021200377667348697,4
DEXAMETHASONE_LAPATINIB_OV90,DEXAMETHASONE,LAPATINIB,OV90,-0.046967643868677134,4
DEXAMETHASONE_LAPATINIB_OVCAR3,DEXAMETHASONE,LAPATINIB,OVCAR3,0.051382984162775217,4
DEXAMETHASONE_LAPATINIB_PA1,DEXAMETHASONE,LAPATINIB,PA1,0.035036613950531315,4
DEXAMETHASONE_LAPATINIB_RKO,DEXAMETHASONE,LAPATINIB,RKO,-0.01554649758454106,4
DEXAMETHASONE_LAPATINIB_RPMI7951,DEXAMETHASONE,LAPATINIB,RPMI7951,-0.14051142428545238,4
DEXAMETHASONE_LAPATINIB_SKMEL30,DEXAMETHASONE,LAPATINIB,SKMEL30,-0.011098526807279956,4
DEXAMETHASONE_LAPATINIB_SKMES1,DEXAMETHASONE,LAPATINIB,SKMES1,0.04995686994007832,4
DEXAMETHASONE_LAPATINIB_SKOV3,DEXAMETHASONE,LAPATINIB,SKOV3,0.1554560108986937,4
DEXAMETHASONE_LAPATINIB_SW620,DEXAMETHASONE,LAPATINIB,SW620,-0.016777369803294466,4
DEXAMETHASONE_LAPATINIB_SW837,DEXAMETHASONE,LAPATINIB,SW837,0.048043273151340354,4
DEXAMETHASONE_LAPATINIB_T47D,DEXAMETHASONE,LAPATINIB,T47D,-0.15894073895553798,4
DEXAMETHASONE_LAPATINIB_UACC62,DEXAMETHASONE,LAPATINIB,UACC62,-0.022933650817285406,4
DEXAMETHASONE_LAPATINIB_UWB1289BRCA1,DEXAMETHASONE,LAPATINIB,UWB1289BRCA1,0.00992698122067677,4
DEXAMETHASONE_LAPATINIB_UWB1289,DEXAMETHASONE,LAPATINIB,UWB1289,0.030707674030986842,4
DEXAMETHASONE_LAPATINIB_VCAP,DEXAMETHASONE,LAPATINIB,VCAP,-0.09337166815263798,4
DEXAMETHASONE_LAPATINIB_ZR751,DEXAMETHASONE,LAPATINIB,ZR751,0.11081086094806684,4
DEXAMETHASONE_MK-2206_A2058,DEXAMETHASONE,MK-2206,A2058,0.0013262081578494372,4
DEXAMETHASONE_MK-2206_A2780,DEXAMETHASONE,MK-2206,A2780,0.06641644446965606,4
DEXAMETHASONE_MK-2206_A375,DEXAMETHASONE,MK-2206,A375,0.03764842442367502,4
DEXAMETHASONE_MK-2206_A427,DEXAMETHASONE,MK-2206,A427,0.0044538649734841215,4
DEXAMETHASONE_MK-2206_CAOV3,DEXAMETHASONE,MK-2206,CAOV3,0.21391071449802443,4
DEXAMETHASONE_MK-2206_COLO320DM,DEXAMETHASONE,MK-2206,COLO320DM,0.06669560618359921,4
DEXAMETHASONE_MK-2206_DLD1,DEXAMETHASONE,MK-2206,DLD1,0.06764918626715088,4
DEXAMETHASONE_MK-2206_EFM192B,DEXAMETHASONE,MK-2206,EFM192B,-0.20528796889911333,4
DEXAMETHASONE_MK-2206_ES2,DEXAMETHASONE,MK-2206,ES2,-0.09365370813397117,4
DEXAMETHASONE_MK-2206_HCT116,DEXAMETHASONE,MK-2206,HCT116,0.025971880972712996,4
DEXAMETHASONE_MK-2206_HT144,DEXAMETHASONE,MK-2206,HT144,-0.025923337468153132,4
DEXAMETHASONE_MK-2206_HT29,DEXAMETHASONE,MK-2206,HT29,0.041738540439603004,4
DEXAMETHASONE_MK-2206_KPL1,DEXAMETHASONE,MK-2206,KPL1,0.170369106335502,4
DEXAMETHASONE_MK-2206_LNCAP,DEXAMETHASONE,MK-2206,LNCAP,-0.023335848836437155,4
DEXAMETHASONE_MK-2206_LOVO,DEXAMETHASONE,MK-2206,LOVO,0.09191118893874663,4
DEXAMETHASONE_MK-2206_MDAMB436,DEXAMETHASONE,MK-2206,MDAMB436,0.002428024897746149,4
DEXAMETHASONE_MK-2206_MSTO,DEXAMETHASONE,MK-2206,MSTO,0.011072027151200963,4
DEXAMETHASONE_MK-2206_NCIH1650,DEXAMETHASONE,MK-2206,NCIH1650,0.09655263401161795,4
DEXAMETHASONE_MK-2206_NCIH2122,DEXAMETHASONE,MK-2206,NCIH2122,0.254056073068336,4
DEXAMETHASONE_MK-2206_NCIH23,DEXAMETHASONE,MK-2206,NCIH23,0.011673431763565549,4
DEXAMETHASONE_MK-2206_NCIH460,DEXAMETHASONE,MK-2206,NCIH460,0.04663629429070294,4
DEXAMETHASONE_MK-2206_NCIH520,DEXAMETHASONE,MK-2206,NCIH520,0.015933294769714307,4
DEXAMETHASONE_MK-2206_OCUBM,DEXAMETHASONE,MK-2206,OCUBM,0.037796143289614434,4
DEXAMETHASONE_MK-2206_OV90,DEXAMETHASONE,MK-2206,OV90,0.018707710778316795,4
DEXAMETHASONE_MK-2206_OVCAR3,DEXAMETHASONE,MK-2206,OVCAR3,0.06110969864252145,4
DEXAMETHASONE_MK-2206_PA1,DEXAMETHASONE,MK-2206,PA1,0.07646703326415775,4
DEXAMETHASONE_MK-2206_RKO,DEXAMETHASONE,MK-2206,RKO,0.05510123792058712,4
DEXAMETHASONE_MK-2206_RPMI7951,DEXAMETHASONE,MK-2206,RPMI7951,0.0039679675272559015,4
DEXAMETHASONE_MK-2206_SKMEL30,DEXAMETHASONE,MK-2206,SKMEL30,0.0829910086364018,4
DEXAMETHASONE_MK-2206_SKMES1,DEXAMETHASONE,MK-2206,SKMES1,0.14127934183081955,4
DEXAMETHASONE_MK-2206_SKOV3,DEXAMETHASONE,MK-2206,SKOV3,0.14005160048633844,4
DEXAMETHASONE_MK-2206_SW620,DEXAMETHASONE,MK-2206,SW620,-0.013555883892544758,4
DEXAMETHASONE_MK-2206_SW837,DEXAMETHASONE,MK-2206,SW837,-0.014553812908381834,4
DEXAMETHASONE_MK-2206_T47D,DEXAMETHASONE,MK-2206,T47D,-0.025207295507353004,4
DEXAMETHASONE_MK-2206_UACC62,DEXAMETHASONE,MK-2206,UACC62,0.048012375927081775,4
DEXAMETHASONE_MK-2206_UWB1289BRCA1,DEXAMETHASONE,MK-2206,UWB1289BRCA1,0.027076085765315942,4
DEXAMETHASONE_MK-2206_UWB1289,DEXAMETHASONE,MK-2206,UWB1289,0.022825715554012384,4
DEXAMETHASONE_MK-2206_VCAP,DEXAMETHASONE,MK-2206,VCAP,-0.026107255601255555,4
DEXAMETHASONE_MK-2206_ZR751,DEXAMETHASONE,MK-2206,ZR751,0.08140607608132641,4
DEXAMETHASONE_MK-4827_A2058,DEXAMETHASONE,MK-4827,A2058,-0.12833851877979552,2
DEXAMETHASONE_MK-4827_A2780,DEXAMETHASONE,MK-4827,A2780,0.0934635127764098,2
DEXAMETHASONE_MK-4827_A375,DEXAMETHASONE,MK-4827,A375,-0.010340627625793842,2
DEXAMETHASONE_MK-4827_A427,DEXAMETHASONE,MK-4827,A427,-0.004704883565262344,2
DEXAMETHASONE_MK-4827_CAOV3,DEXAMETHASONE,MK-4827,CAOV3,0.036335068992420436,2
DEXAMETHASONE_MK-4827_COLO320DM,DEXAMETHASONE,MK-4827,COLO320DM,0.0453325624056668,2
DEXAMETHASONE_MK-4827_DLD1,DEXAMETHASONE,MK-4827,DLD1,0.011187104996473247,2
DEXAMETHASONE_MK-4827_EFM192B,DEXAMETHASONE,MK-4827,EFM192B,-0.05281377079967725,2
DEXAMETHASONE_MK-4827_ES2,DEXAMETHASONE,MK-4827,ES2,-0.09411652537934151,2
DEXAMETHASONE_MK-4827_HCT116,DEXAMETHASONE,MK-4827,HCT116,-0.018057064454560026,2
DEXAMETHASONE_MK-4827_HT144,DEXAMETHASONE,MK-4827,HT144,-0.036779057397104784,2
DEXAMETHASONE_MK-4827_HT29,DEXAMETHASONE,MK-4827,HT29,0.07798245003893316,2
DEXAMETHASONE_MK-4827_KPL1,DEXAMETHASONE,MK-4827,KPL1,0.07894779437168867,2
DEXAMETHASONE_MK-4827_LNCAP,DEXAMETHASONE,MK-4827,LNCAP,-0.0724401879389182,2
DEXAMETHASONE_MK-4827_LOVO,DEXAMETHASONE,MK-4827,LOVO,0.06772108373243682,2
DEXAMETHASONE_MK-4827_MDAMB436,DEXAMETHASONE,MK-4827,MDAMB436,-0.014682726910042417,2
DEXAMETHASONE_MK-4827_MSTO,DEXAMETHASONE,MK-4827,MSTO,-0.039202761583383774,2
DEXAMETHASONE_MK-4827_NCIH1650,DEXAMETHASONE,MK-4827,NCIH1650,0.04652930916306064,2
DEXAMETHASONE_MK-4827_NCIH2122,DEXAMETHASONE,MK-4827,NCIH2122,0.04626254899590332,2
DEXAMETHASONE_MK-4827_NCIH23,DEXAMETHASONE,MK-4827,NCIH23,-0.010721654046943925,2
DEXAMETHASONE_MK-4827_NCIH460,DEXAMETHASONE,MK-4827,NCIH460,0.007162719029184077,2
DEXAMETHASONE_MK-4827_NCIH520,DEXAMETHASONE,MK-4827,NCIH520,0.029838536028562068,2
DEXAMETHASONE_MK-4827_OCUBM,DEXAMETHASONE,MK-4827,OCUBM,0.12176316234574128,2
DEXAMETHASONE_MK-4827_OV90,DEXAMETHASONE,MK-4827,OV90,-0.028293121778818896,2
DEXAMETHASONE_MK-4827_OVCAR3,DEXAMETHASONE,MK-4827,OVCAR3,0.11349758085169746,2
DEXAMETHASONE_MK-4827_PA1,DEXAMETHASONE,MK-4827,PA1,0.060332766375773846,2
DEXAMETHASONE_MK-4827_RKO,DEXAMETHASONE,MK-4827,RKO,0.029551509461699398,2
DEXAMETHASONE_MK-4827_RPMI7951,DEXAMETHASONE,MK-4827,RPMI7951,-0.060756662341673214,2
DEXAMETHASONE_MK-4827_SKMEL30,DEXAMETHASONE,MK-4827,SKMEL30,0.023827925171578307,2
DEXAMETHASONE_MK-4827_SKMES1,DEXAMETHASONE,MK-4827,SKMES1,0.004378681704571667,2
DEXAMETHASONE_MK-4827_SKOV3,DEXAMETHASONE,MK-4827,SKOV3,0.07179635408369345,2
DEXAMETHASONE_MK-4827_SW620,DEXAMETHASONE,MK-4827,SW620,0.006130648335199336,2
DEXAMETHASONE_MK-4827_SW837,DEXAMETHASONE,MK-4827,SW837,-0.028184124741317325,2
DEXAMETHASONE_MK-4827_T47D,DEXAMETHASONE,MK-4827,T47D,-0.0816346086568403,2
DEXAMETHASONE_MK-4827_UACC62,DEXAMETHASONE,MK-4827,UACC62,-0.02636343508040498,2
DEXAMETHASONE_MK-4827_UWB1289BRCA1,DEXAMETHASONE,MK-4827,UWB1289BRCA1,-0.002778070875432706,2
DEXAMETHASONE_MK-4827_UWB1289,DEXAMETHASONE,MK-4827,UWB1289,-0.011620552078449732,2
DEXAMETHASONE_MK-4827_VCAP,DEXAMETHASONE,MK-4827,VCAP,-0.04123120969470656,2
DEXAMETHASONE_MK-4827_ZR751,DEXAMETHASONE,MK-4827,ZR751,0.08677821106457198,2
DEXAMETHASONE_MK-5108_A2058,DEXAMETHASONE,MK-5108,A2058,-0.05569134169589598,0
DEXAMETHASONE_MK-5108_A2780,DEXAMETHASONE,MK-5108,A2780,0.03552494883818748,0
DEXAMETHASONE_MK-5108_A375,DEXAMETHASONE,MK-5108,A375,0.05304120308750633,0
DEXAMETHASONE_MK-5108_A427,DEXAMETHASONE,MK-5108,A427,-0.013878699979436769,0
DEXAMETHASONE_MK-5108_CAOV3,DEXAMETHASONE,MK-5108,CAOV3,0.10371403029604312,0
DEXAMETHASONE_MK-5108_COLO320DM,DEXAMETHASONE,MK-5108,COLO320DM,0.03604675197373231,0
DEXAMETHASONE_MK-5108_DLD1,DEXAMETHASONE,MK-5108,DLD1,0.049690185506024054,0
DEXAMETHASONE_MK-5108_EFM192B,DEXAMETHASONE,MK-5108,EFM192B,-0.06937353727008118,0
DEXAMETHASONE_MK-5108_ES2,DEXAMETHASONE,MK-5108,ES2,-0.04230156593700497,0
DEXAMETHASONE_MK-5108_HCT116,DEXAMETHASONE,MK-5108,HCT116,-0.0016426474306610109,0
DEXAMETHASONE_MK-5108_HT144,DEXAMETHASONE,MK-5108,HT144,-0.020286988375622185,0
DEXAMETHASONE_MK-5108_HT29,DEXAMETHASONE,MK-5108,HT29,0.05589073823316433,0
DEXAMETHASONE_MK-5108_KPL1,DEXAMETHASONE,MK-5108,KPL1,0.14009814209679583,0
DEXAMETHASONE_MK-5108_LNCAP,DEXAMETHASONE,MK-5108,LNCAP,-0.13589596265415166,0
DEXAMETHASONE_MK-5108_LOVO,DEXAMETHASONE,MK-5108,LOVO,0.031724635659328274,0
DEXAMETHASONE_MK-5108_MDAMB436,DEXAMETHASONE,MK-5108,MDAMB436,-0.0038354713293885442,0
DEXAMETHASONE_MK-5108_MSTO,DEXAMETHASONE,MK-5108,MSTO,-0.01652752242828645,0
DEXAMETHASONE_MK-5108_NCIH1650,DEXAMETHASONE,MK-5108,NCIH1650,0.05135872627971724,0
DEXAMETHASONE_MK-5108_NCIH2122,DEXAMETHASONE,MK-5108,NCIH2122,-0.06284259666709653,0
DEXAMETHASONE_MK-5108_NCIH23,DEXAMETHASONE,MK-5108,NCIH23,0.023962672619992745,0
DEXAMETHASONE_MK-5108_NCIH460,DEXAMETHASONE,MK-5108,NCIH460,-0.04169440931225682,0
DEXAMETHASONE_MK-5108_NCIH520,DEXAMETHASONE,MK-5108,NCIH520,0.006500320785821058,0
DEXAMETHASONE_MK-5108_OCUBM,DEXAMETHASONE,MK-5108,OCUBM,0.10234630823001441,0
DEXAMETHASONE_MK-5108_OV90,DEXAMETHASONE,MK-5108,OV90,0.011643890797888898,0
DEXAMETHASONE_MK-5108_OVCAR3,DEXAMETHASONE,MK-5108,OVCAR3,0.08742452341739024,0
DEXAMETHASONE_MK-5108_PA1,DEXAMETHASONE,MK-5108,PA1,0.04778462043244615,0
DEXAMETHASONE_MK-5108_RKO,DEXAMETHASONE,MK-5108,RKO,0.05640151983013044,0
DEXAMETHASONE_MK-5108_RPMI7951,DEXAMETHASONE,MK-5108,RPMI7951,-0.09966794695896208,0
DEXAMETHASONE_MK-5108_SKMEL30,DEXAMETHASONE,MK-5108,SKMEL30,0.043444902028605896,0
DEXAMETHASONE_MK-5108_SKMES1,DEXAMETHASONE,MK-5108,SKMES1,-0.05877264560720622,0
DEXAMETHASONE_MK-5108_SKOV3,DEXAMETHASONE,MK-5108,SKOV3,0.08178126674485157,0
DEXAMETHASONE_MK-5108_SW620,DEXAMETHASONE,MK-5108,SW620,0.019555306470733697,0
DEXAMETHASONE_MK-5108_SW837,DEXAMETHASONE,MK-5108,SW837,0.08452632473186791,0
DEXAMETHASONE_MK-5108_T47D,DEXAMETHASONE,MK-5108,T47D,0.0011732923960335179,0
DEXAMETHASONE_MK-5108_UACC62,DEXAMETHASONE,MK-5108,UACC62,0.05157141199833912,0
DEXAMETHASONE_MK-5108_UWB1289BRCA1,DEXAMETHASONE,MK-5108,UWB1289BRCA1,0.0013043492912544821,0
DEXAMETHASONE_MK-5108_UWB1289,DEXAMETHASONE,MK-5108,UWB1289,-0.012479177220160263,0
DEXAMETHASONE_MK-5108_VCAP,DEXAMETHASONE,MK-5108,VCAP,-0.030168960649603553,0
DEXAMETHASONE_MK-5108_ZR751,DEXAMETHASONE,MK-5108,ZR751,0.07885577274704084,0
DEXAMETHASONE_MK-8669_A2058,DEXAMETHASONE,MK-8669,A2058,-0.016735928870050744,1
DEXAMETHASONE_MK-8669_A2780,DEXAMETHASONE,MK-8669,A2780,0.07391396651228846,1
DEXAMETHASONE_MK-8669_A375,DEXAMETHASONE,MK-8669,A375,0.016849684218370173,1
DEXAMETHASONE_MK-8669_A427,DEXAMETHASONE,MK-8669,A427,0.013050041050709428,1
DEXAMETHASONE_MK-8669_CAOV3,DEXAMETHASONE,MK-8669,CAOV3,0.15392570892037832,1
DEXAMETHASONE_MK-8669_COLO320DM,DEXAMETHASONE,MK-8669,COLO320DM,0.03379014473265114,1
DEXAMETHASONE_MK-8669_DLD1,DEXAMETHASONE,MK-8669,DLD1,0.04628572612020798,1
DEXAMETHASONE_MK-8669_EFM192B,DEXAMETHASONE,MK-8669,EFM192B,-0.04697747447196664,1
DEXAMETHASONE_MK-8669_ES2,DEXAMETHASONE,MK-8669,ES2,-0.09555299114646154,1
DEXAMETHASONE_MK-8669_HCT116,DEXAMETHASONE,MK-8669,HCT116,0.008325133263847498,1
DEXAMETHASONE_MK-8669_HT144,DEXAMETHASONE,MK-8669,HT144,0.02182682003813953,1
DEXAMETHASONE_MK-8669_HT29,DEXAMETHASONE,MK-8669,HT29,0.04227444767932467,1
DEXAMETHASONE_MK-8669_KPL1,DEXAMETHASONE,MK-8669,KPL1,0.20553311297600751,1
DEXAMETHASONE_MK-8669_LNCAP,DEXAMETHASONE,MK-8669,LNCAP,-0.10315352158495636,1
DEXAMETHASONE_MK-8669_LOVO,DEXAMETHASONE,MK-8669,LOVO,0.11602052854534466,1
DEXAMETHASONE_MK-8669_MDAMB436,DEXAMETHASONE,MK-8669,MDAMB436,-0.0030851928581840035,1
DEXAMETHASONE_MK-8669_MSTO,DEXAMETHASONE,MK-8669,MSTO,-0.00888001686583604,1
DEXAMETHASONE_MK-8669_NCIH1650,DEXAMETHASONE,MK-8669,NCIH1650,0.08085790998043443,1
DEXAMETHASONE_MK-8669_NCIH2122,DEXAMETHASONE,MK-8669,NCIH2122,0.18476254899590328,1
DEXAMETHASONE_MK-8669_NCIH23,DEXAMETHASONE,MK-8669,NCIH23,0.05508127183914885,1
DEXAMETHASONE_MK-8669_NCIH460,DEXAMETHASONE,MK-8669,NCIH460,0.028520630583680776,1
DEXAMETHASONE_MK-8669_NCIH520,DEXAMETHASONE,MK-8669,NCIH520,0.053070531275773436,1
DEXAMETHASONE_MK-8669_OCUBM,DEXAMETHASONE,MK-8669,OCUBM,0.13723952104397627,1
DEXAMETHASONE_MK-8669_OV90,DEXAMETHASONE,MK-8669,OV90,0.014356995088776203,1
DEXAMETHASONE_MK-8669_OVCAR3,DEXAMETHASONE,MK-8669,OVCAR3,0.06472987977888434,1
DEXAMETHASONE_MK-8669_PA1,DEXAMETHASONE,MK-8669,PA1,0.03552286695271104,1
DEXAMETHASONE_MK-8669_RKO,DEXAMETHASONE,MK-8669,RKO,0.055264606858470816,1
DEXAMETHASONE_MK-8669_RPMI7951,DEXAMETHASONE,MK-8669,RPMI7951,0.019355467888192368,1
DEXAMETHASONE_MK-8669_SKMEL30,DEXAMETHASONE,MK-8669,SKMEL30,0.127693988491294,1
DEXAMETHASONE_MK-8669_SKMES1,DEXAMETHASONE,MK-8669,SKMES1,0.11099505654877248,1
DEXAMETHASONE_MK-8669_SKOV3,DEXAMETHASONE,MK-8669,SKOV3,0.13460249426594406,1
DEXAMETHASONE_MK-8669_SW620,DEXAMETHASONE,MK-8669,SW620,0.016147321019977144,1
DEXAMETHASONE_MK-8669_SW837,DEXAMETHASONE,MK-8669,SW837,0.04568889068291975,1
DEXAMETHASONE_MK-8669_T47D,DEXAMETHASONE,MK-8669,T47D,0.048844723726026176,1
DEXAMETHASONE_MK-8669_UACC62,DEXAMETHASONE,MK-8669,UACC62,0.045621099223882036,1
DEXAMETHASONE_MK-8669_UWB1289BRCA1,DEXAMETHASONE,MK-8669,UWB1289BRCA1,0.04045438340698795,1
DEXAMETHASONE_MK-8669_UWB1289,DEXAMETHASONE,MK-8669,UWB1289,-0.006838822633075732,1
DEXAMETHASONE_MK-8669_VCAP,DEXAMETHASONE,MK-8669,VCAP,-0.02649263273165723,1
DEXAMETHASONE_MK-8669_ZR751,DEXAMETHASONE,MK-8669,ZR751,0.1125199490630708,1
DEXAMETHASONE_MK-8776_A2058,DEXAMETHASONE,MK-8776,A2058,-0.03351238330029819,4
DEXAMETHASONE_MK-8776_A2780,DEXAMETHASONE,MK-8776,A2780,0.03548651564236132,4
DEXAMETHASONE_MK-8776_A375,DEXAMETHASONE,MK-8776,A375,0.05954174689784883,4
DEXAMETHASONE_MK-8776_A427,DEXAMETHASONE,MK-8776,A427,-0.031699022556424414,4
DEXAMETHASONE_MK-8776_CAOV3,DEXAMETHASONE,MK-8776,CAOV3,0.1357601596816374,4
DEXAMETHASONE_MK-8776_COLO320DM,DEXAMETHASONE,MK-8776,COLO320DM,0.07043454078210393,4
DEXAMETHASONE_MK-8776_DLD1,DEXAMETHASONE,MK-8776,DLD1,0.017767088743081243,4
DEXAMETHASONE_MK-8776_EFM192B,DEXAMETHASONE,MK-8776,EFM192B,-0.014256054819996665,4
DEXAMETHASONE_MK-8776_ES2,DEXAMETHASONE,MK-8776,ES2,-0.009377478796581613,4
DEXAMETHASONE_MK-8776_HCT116,DEXAMETHASONE,MK-8776,HCT116,-0.018083233125276717,4
DEXAMETHASONE_MK-8776_HT144,DEXAMETHASONE,MK-8776,HT144,0.013108409993866837,4
DEXAMETHASONE_MK-8776_HT29,DEXAMETHASONE,MK-8776,HT29,0.011571068213158543,4
DEXAMETHASONE_MK-8776_KPL1,DEXAMETHASONE,MK-8776,KPL1,0.13427735108702515,4
DEXAMETHASONE_MK-8776_LNCAP,DEXAMETHASONE,MK-8776,LNCAP,-0.0023391926588304177,4
DEXAMETHASONE_MK-8776_LOVO,DEXAMETHASONE,MK-8776,LOVO,-0.020058243974518178,4
DEXAMETHASONE_MK-8776_MDAMB436,DEXAMETHASONE,MK-8776,MDAMB436,0.005592394138615363,4
DEXAMETHASONE_MK-8776_MSTO,DEXAMETHASONE,MK-8776,MSTO,-0.021089560402502164,4
DEXAMETHASONE_MK-8776_NCIH1650,DEXAMETHASONE,MK-8776,NCIH1650,-0.01734814815374909,4
DEXAMETHASONE_MK-8776_NCIH2122,DEXAMETHASONE,MK-8776,NCIH2122,-0.003337679462068654,4
DEXAMETHASONE_MK-8776_NCIH23,DEXAMETHASONE,MK-8776,NCIH23,-0.004928257598954825,4
DEXAMETHASONE_MK-8776_NCIH460,DEXAMETHASONE,MK-8776,NCIH460,0.03811708373562221,4
DEXAMETHASONE_MK-8776_NCIH520,DEXAMETHASONE,MK-8776,NCIH520,0.001693126681516291,4
DEXAMETHASONE_MK-8776_OCUBM,DEXAMETHASONE,MK-8776,OCUBM,0.06378108922053333,4
DEXAMETHASONE_MK-8776_OV90,DEXAMETHASONE,MK-8776,OV90,-0.025284156580686456,4
DEXAMETHASONE_MK-8776_OVCAR3,DEXAMETHASONE,MK-8776,OVCAR3,0.0627600394101544,4
DEXAMETHASONE_MK-8776_PA1,DEXAMETHASONE,MK-8776,PA1,0.07875353878936295,4
